edge_type_id target_query source_query dynamics_params delay syn_weight target_sections model_template distance_range
100 pop_name=='EUSaff' * AMPA_ExcToExc.json 2.0 0.012 ['somatic'] Exp2Syn "[0.0, 300.0]"
