952.0999999997819 LUT 0
952.0999999997819 LUT 1
952.0999999997819 LUT 2
952.0999999997819 LUT 3
952.0999999997819 LUT 4
952.0999999997819 LUT 5
952.0999999997819 LUT 6
952.0999999997819 LUT 7
952.0999999997819 LUT 8
952.0999999997819 LUT 9
955.199999999779 LUT 30
955.199999999779 LUT 31
955.199999999779 LUT 32
955.199999999779 LUT 33
955.199999999779 LUT 34
955.199999999779 LUT 35
955.199999999779 LUT 36
955.199999999779 LUT 37
955.199999999779 LUT 38
955.199999999779 LUT 39
957.8999999997766 LUT 70
957.8999999997766 LUT 71
957.8999999997766 LUT 72
957.8999999997766 LUT 73
957.8999999997766 LUT 74
957.8999999997766 LUT 75
957.8999999997766 LUT 76
957.8999999997766 LUT 77
957.8999999997766 LUT 78
957.8999999997766 LUT 79
961.0999999997737 LUT 80
961.0999999997737 LUT 81
961.0999999997737 LUT 82
961.0999999997737 LUT 83
961.0999999997737 LUT 84
961.0999999997737 LUT 85
961.0999999997737 LUT 86
961.0999999997737 LUT 87
961.0999999997737 LUT 88
961.0999999997737 LUT 89
960.5999999997741 LUT 100
960.5999999997741 LUT 101
960.5999999997741 LUT 102
960.5999999997741 LUT 103
960.5999999997741 LUT 104
960.5999999997741 LUT 105
960.5999999997741 LUT 106
960.5999999997741 LUT 107
960.5999999997741 LUT 108
960.5999999997741 LUT 109
1046.2999999996962 LUT 0
1046.2999999996962 LUT 1
1046.2999999996962 LUT 2
1046.2999999996962 LUT 3
1046.2999999996962 LUT 4
1046.2999999996962 LUT 5
1046.2999999996962 LUT 6
1046.2999999996962 LUT 7
1046.2999999996962 LUT 8
1046.2999999996962 LUT 9
1038.0999999997036 LUT 10
1038.0999999997036 LUT 11
1038.0999999997036 LUT 12
1038.0999999997036 LUT 13
1038.0999999997036 LUT 14
1038.0999999997036 LUT 15
1038.0999999997036 LUT 16
1038.0999999997036 LUT 17
1038.0999999997036 LUT 18
1038.0999999997036 LUT 19
1044.6999999996976 LUT 30
1044.6999999996976 LUT 31
1044.6999999996976 LUT 32
1044.6999999996976 LUT 33
1044.6999999996976 LUT 34
1044.6999999996976 LUT 35
1044.6999999996976 LUT 36
1044.6999999996976 LUT 37
1044.6999999996976 LUT 38
1044.6999999996976 LUT 39
1041.1999999997008 LUT 50
1041.1999999997008 LUT 51
1041.1999999997008 LUT 52
1041.1999999997008 LUT 53
1041.1999999997008 LUT 54
1041.1999999997008 LUT 55
1041.1999999997008 LUT 56
1041.1999999997008 LUT 57
1041.1999999997008 LUT 58
1041.1999999997008 LUT 59
1041.1999999997008 LUT 60
1041.1999999997008 LUT 61
1041.1999999997008 LUT 62
1041.1999999997008 LUT 63
1041.1999999997008 LUT 64
1041.1999999997008 LUT 65
1041.1999999997008 LUT 66
1041.1999999997008 LUT 67
1041.1999999997008 LUT 68
1041.1999999997008 LUT 69
1047.3999999996952 LUT 70
1047.3999999996952 LUT 71
1045.499999999697 LUT 72
1047.3999999996952 LUT 73
1047.3999999996952 LUT 74
1045.499999999697 LUT 75
1047.3999999996952 LUT 76
1047.3999999996952 LUT 77
1047.599999999695 LUT 78
1045.499999999697 LUT 79
1049.699999999693 LUT 80
1049.699999999693 LUT 81
1049.699999999693 LUT 82
1049.699999999693 LUT 83
1049.699999999693 LUT 84
1049.699999999693 LUT 85
1049.699999999693 LUT 86
1049.699999999693 LUT 87
1049.699999999693 LUT 88
1049.699999999693 LUT 89
1048.4999999996942 LUT 100
1048.4999999996942 LUT 101
1048.4999999996942 LUT 102
1048.4999999996942 LUT 103
1048.4999999996942 LUT 104
1048.4999999996942 LUT 105
1048.4999999996942 LUT 106
1048.4999999996942 LUT 107
1048.4999999996942 LUT 108
1048.4999999996942 LUT 109
1949.199999998875 LUT 0
1949.199999998875 LUT 1
1949.199999998875 LUT 2
1949.199999998875 LUT 3
1949.199999998875 LUT 4
