timestamps population node_ids
52691.99226508459 Bladaff 0
52696.274649279054 Bladaff 0
52750.936453430695 Bladaff 0
52753.167271417 Bladaff 0
52830.96918125585 Bladaff 0
52848.54477328202 Bladaff 0
52861.64479034515 Bladaff 0
52914.70891737496 Bladaff 0
52920.25743305926 Bladaff 0
52929.64679668426 Bladaff 0
53015.83426549125 Bladaff 0
53022.647392632265 Bladaff 0
53080.696571428925 Bladaff 0
53089.90924456074 Bladaff 0
53146.20018863441 Bladaff 0
53171.31585919879 Bladaff 0
53183.75527816503 Bladaff 0
53202.25224012669 Bladaff 0
53206.91344931441 Bladaff 0
53379.96557802661 Bladaff 0
53403.38314877073 Bladaff 0
53454.979467234516 Bladaff 0
53511.18183218966 Bladaff 0
53635.11823534321 Bladaff 0
53729.46174952184 Bladaff 0
53816.276826618756 Bladaff 0
53839.19923267871 Bladaff 0
53865.29455689072 Bladaff 0
53900.409543745955 Bladaff 0
53927.74260664592 Bladaff 0
53958.10192162783 Bladaff 0
53999.53309549843 Bladaff 0
54009.25417902174 Bladaff 0
54010.93465505117 Bladaff 0
54017.29423959796 Bladaff 0
54073.14200498901 Bladaff 0
54073.2436210288 Bladaff 0
54083.89699248824 Bladaff 0
54087.51492179046 Bladaff 0
54128.67512193545 Bladaff 0
54158.09596115611 Bladaff 0
54174.82857237432 Bladaff 0
54224.634065841936 Bladaff 0
54259.27246444716 Bladaff 0
54315.18614257784 Bladaff 0
54331.59389107452 Bladaff 0
54332.40687020268 Bladaff 0
54374.99184051634 Bladaff 0
54388.93634780974 Bladaff 0
54391.301858782914 Bladaff 0
54426.2573393707 Bladaff 0
54486.778788723714 Bladaff 0
54506.52811564374 Bladaff 0
54514.80356176935 Bladaff 0
54527.69252729192 Bladaff 0
54561.796820020936 Bladaff 0
54588.835080031255 Bladaff 0
54633.09318219261 Bladaff 0
54641.109734522695 Bladaff 0
54658.4280504807 Bladaff 0
54695.00485826987 Bladaff 0
54724.44253851314 Bladaff 0
54731.149698991234 Bladaff 0
54819.95337663944 Bladaff 0
54822.71379677574 Bladaff 0
54831.18652608378 Bladaff 0
54833.18670590073 Bladaff 0
54880.662330225416 Bladaff 0
54885.76388960478 Bladaff 0
54890.4778072573 Bladaff 0
54935.49863258834 Bladaff 0
54963.78801608562 Bladaff 0
54979.88614988527 Bladaff 0
54984.85725919527 Bladaff 0
54995.003567691456 Bladaff 0
54999.291470760705 Bladaff 0
55043.81911266371 Bladaff 0
55089.789766033 Bladaff 0
55210.47860069366 Bladaff 0
55224.67856103829 Bladaff 0
55276.724254052395 Bladaff 0
55322.23127138104 Bladaff 0
55529.752085316 Bladaff 0
55530.87040881508 Bladaff 0
55534.20681101625 Bladaff 0
55535.1651017829 Bladaff 0
55546.57111296162 Bladaff 0
55586.15120682827 Bladaff 0
55598.77147722 Bladaff 0
55654.036162468685 Bladaff 0
55669.3983293041 Bladaff 0
55673.448770272866 Bladaff 0
55712.19474566539 Bladaff 0
55739.53273746278 Bladaff 0
55763.70815206643 Bladaff 0
55782.07407759724 Bladaff 0
55797.62817479137 Bladaff 0
55812.86499855897 Bladaff 0
55827.94182743016 Bladaff 0
55846.89041782359 Bladaff 0
55853.155202678994 Bladaff 0
55862.50917932261 Bladaff 0
55865.1464667275 Bladaff 0
55872.606074903386 Bladaff 0
55884.845209456 Bladaff 0
55891.352480305366 Bladaff 0
55948.54597728539 Bladaff 0
56005.381335077844 Bladaff 0
56140.449110260364 Bladaff 0
56148.60063959641 Bladaff 0
56151.51224774196 Bladaff 0
56230.19611571271 Bladaff 0
56275.41781771672 Bladaff 0
56289.96098171348 Bladaff 0
56328.48874060382 Bladaff 0
56386.87836205535 Bladaff 0
56404.0029075054 Bladaff 0
56490.08403789202 Bladaff 0
56505.73458579517 Bladaff 0
56507.72831358888 Bladaff 0
56551.24650397332 Bladaff 0
56579.68080301416 Bladaff 0
56643.44701917418 Bladaff 0
56697.80852263881 Bladaff 0
56704.522042267374 Bladaff 0
56716.77059476558 Bladaff 0
56811.21344915665 Bladaff 0
56912.85368593041 Bladaff 0
57004.96198506232 Bladaff 0
57053.73998567372 Bladaff 0
57059.81631423658 Bladaff 0
57064.467671033526 Bladaff 0
57075.682879702326 Bladaff 0
57097.41278905718 Bladaff 0
57105.80636678223 Bladaff 0
57138.099389214985 Bladaff 0
57204.87865634596 Bladaff 0
57345.003952069055 Bladaff 0
57352.47620314361 Bladaff 0
57388.99544563817 Bladaff 0
57394.10399303776 Bladaff 0
57416.08781860567 Bladaff 0
57464.144891865275 Bladaff 0
57513.77415697038 Bladaff 0
57523.804632093874 Bladaff 0
57565.68910650402 Bladaff 0
57587.31817022631 Bladaff 0
57605.66405994737 Bladaff 0
57645.77113818873 Bladaff 0
57812.159128017105 Bladaff 0
57818.79514672564 Bladaff 0
57873.930185269426 Bladaff 0
57928.28971240021 Bladaff 0
57947.14438578549 Bladaff 0
57979.948227035304 Bladaff 0
58001.94862845957 Bladaff 0
58013.56673884478 Bladaff 0
58064.38661653607 Bladaff 0
58135.960862958476 Bladaff 0
58259.55744157965 Bladaff 0
58261.448774817625 Bladaff 0
58273.79049785555 Bladaff 0
58275.241939493455 Bladaff 0
58315.905655572846 Bladaff 0
58460.094781515654 Bladaff 0
58509.344694103755 Bladaff 0
58537.401429441255 Bladaff 0
58594.1987201203 Bladaff 0
58614.72219951153 Bladaff 0
58616.164098820285 Bladaff 0
58618.39546192122 Bladaff 0
58640.65787409087 Bladaff 0
58667.83662134887 Bladaff 0
58670.16739644139 Bladaff 0
58691.520072681684 Bladaff 0
58709.5242197176 Bladaff 0
58711.69085774539 Bladaff 0
58821.77550084161 Bladaff 0
58883.365616352035 Bladaff 0
58995.12000410354 Bladaff 0
58999.422605475855 Bladaff 0
59067.841458815295 Bladaff 0
59075.605155760466 Bladaff 0
59108.099325355564 Bladaff 0
59152.87759045007 Bladaff 0
59235.88876542779 Bladaff 0
59271.97727707504 Bladaff 0
59274.62620225964 Bladaff 0
59296.81643307791 Bladaff 0
59323.82506934477 Bladaff 0
59422.02765125527 Bladaff 0
59505.49433034808 Bladaff 0
59507.33406294041 Bladaff 0
59517.764088154916 Bladaff 0
59548.06924466168 Bladaff 0
59560.2325448336 Bladaff 0
59642.33672013471 Bladaff 0
59658.36474752433 Bladaff 0
59756.10313312117 Bladaff 0
59780.35296634087 Bladaff 0
59780.356971766494 Bladaff 0
59865.88320229562 Bladaff 0
59975.24766904127 Bladaff 0
60007.92104905061 Bladaff 0
60029.94772866394 Bladaff 0
60069.7086893303 Bladaff 0
60070.0432363102 Bladaff 0
60119.28897177509 Bladaff 0
60153.45418348186 Bladaff 0
60157.04906715673 Bladaff 0
60212.8183977658 Bladaff 0
60263.9457960377 Bladaff 0
60352.26685430386 Bladaff 0
60359.860673283576 Bladaff 0
60445.214746829246 Bladaff 0
60513.45219893307 Bladaff 0
60654.57469952423 Bladaff 0
60673.94100350499 Bladaff 0
60782.20230609455 Bladaff 0
60788.443866669266 Bladaff 0
60789.378345093784 Bladaff 0
60946.865670109284 Bladaff 0
60546.68092651443 Bladaff 0
60635.002117775766 Bladaff 0
60647.9620966813 Bladaff 0
60679.232066179866 Bladaff 0
60880.64828776181 Bladaff 0
60893.76855092253 Bladaff 0
60902.08733090131 Bladaff 0
60966.73010892747 Bladaff 0
61078.03053780341 Bladaff 0
61112.45256000396 Bladaff 0
61122.76075402509 Bladaff 0
61126.210525092436 Bladaff 0
61172.082826022015 Bladaff 0
61223.17851535586 Bladaff 0
61292.39928167172 Bladaff 0
61317.19115566566 Bladaff 0
61381.932002783426 Bladaff 0
37683.35374703004 Bladaff 1
38329.15158233184 Bladaff 1
38358.32667866175 Bladaff 1
38870.94980299168 Bladaff 1
38955.45935741617 Bladaff 1
39013.94120061461 Bladaff 1
39286.37486777388 Bladaff 1
39516.71531497277 Bladaff 1
39612.802805574254 Bladaff 1
39899.35658029624 Bladaff 1
39938.276967215694 Bladaff 1
40296.5157263776 Bladaff 1
40584.59003862029 Bladaff 1
40636.09704762981 Bladaff 1
40795.46848906627 Bladaff 1
41151.523536230365 Bladaff 1
41214.977392980756 Bladaff 1
41336.581490632736 Bladaff 1
41372.5519959244 Bladaff 1
41467.10745236965 Bladaff 1
41688.028362155375 Bladaff 1
41726.218481752476 Bladaff 1
41859.63107921684 Bladaff 1
41885.67525659067 Bladaff 1
41886.29471365898 Bladaff 1
42069.05843975003 Bladaff 1
42199.27208249054 Bladaff 1
42504.8297794615 Bladaff 1
42642.30856432827 Bladaff 1
42650.455477848125 Bladaff 1
42882.68580612234 Bladaff 1
42958.35942108874 Bladaff 1
43137.20177395187 Bladaff 1
43276.219999936766 Bladaff 1
43399.06645475732 Bladaff 1
43825.41742500611 Bladaff 1
43863.14637877001 Bladaff 1
43937.5415534482 Bladaff 1
44012.658607609694 Bladaff 1
44098.464040851744 Bladaff 1
44111.394758906936 Bladaff 1
44178.11276864526 Bladaff 1
44241.469158069674 Bladaff 1
44244.97723719673 Bladaff 1
44689.432839393005 Bladaff 1
44689.973744200055 Bladaff 1
44827.67138755574 Bladaff 1
44866.76862660238 Bladaff 1
44894.968260888534 Bladaff 1
45125.815912570804 Bladaff 1
45207.40790515614 Bladaff 1
45252.52996618842 Bladaff 1
45274.516449511844 Bladaff 1
45434.46516694839 Bladaff 1
45580.01443135971 Bladaff 1
45614.72205791598 Bladaff 1
45664.44832997057 Bladaff 1
45674.900354548685 Bladaff 1
45683.32511620573 Bladaff 1
45803.827669906226 Bladaff 1
45886.58351216142 Bladaff 1
45970.08331400649 Bladaff 1
46045.35071992475 Bladaff 1
46125.47941407478 Bladaff 1
46217.752138008735 Bladaff 1
46282.2664491941 Bladaff 1
46390.863893614376 Bladaff 1
46446.76883254975 Bladaff 1
46496.06036209222 Bladaff 1
46627.02768376253 Bladaff 1
46781.996617058896 Bladaff 1
46875.15288939748 Bladaff 1
47033.28132521855 Bladaff 1
47087.26153082142 Bladaff 1
47122.51368242705 Bladaff 1
47342.92685862874 Bladaff 1
47404.318114883165 Bladaff 1
47405.12907824601 Bladaff 1
47407.26353082488 Bladaff 1
47419.3695501674 Bladaff 1
47444.3401376395 Bladaff 1
47484.22329530965 Bladaff 1
47512.46708735832 Bladaff 1
47644.4733635363 Bladaff 1
47717.99700881299 Bladaff 1
47816.78404111176 Bladaff 1
47828.31079850411 Bladaff 1
47867.34518212495 Bladaff 1
47905.09437076358 Bladaff 1
47988.252776982226 Bladaff 1
48005.168550834154 Bladaff 1
48020.740356462346 Bladaff 1
48027.28691443043 Bladaff 1
48097.11713318253 Bladaff 1
48117.69149897073 Bladaff 1
48140.052053244275 Bladaff 1
48181.254571558275 Bladaff 1
48221.120998575396 Bladaff 1
48285.37776069128 Bladaff 1
48286.05828969847 Bladaff 1
48332.68645933663 Bladaff 1
48342.413047392656 Bladaff 1
48449.14608315265 Bladaff 1
48548.99833938959 Bladaff 1
48563.70335857508 Bladaff 1
48603.77463265614 Bladaff 1
48651.17934429524 Bladaff 1
48727.02600398979 Bladaff 1
48865.63572903055 Bladaff 1
48888.38033222758 Bladaff 1
48904.70944739694 Bladaff 1
48916.26557590607 Bladaff 1
48919.08320920655 Bladaff 1
48943.682498339316 Bladaff 1
49005.20269956481 Bladaff 1
49045.09694283866 Bladaff 1
49118.08568008436 Bladaff 1
49128.53558663173 Bladaff 1
49132.78464914024 Bladaff 1
49153.28454627588 Bladaff 1
49207.49019703077 Bladaff 1
49215.07386673966 Bladaff 1
49224.02085648473 Bladaff 1
49242.096594712086 Bladaff 1
49248.2923220647 Bladaff 1
49260.06316106876 Bladaff 1
49274.14524075516 Bladaff 1
49351.77612246496 Bladaff 1
49383.03814375947 Bladaff 1
49465.122309387996 Bladaff 1
49478.63388768658 Bladaff 1
49537.854181172486 Bladaff 1
49569.77117783858 Bladaff 1
49582.28177509197 Bladaff 1
49582.83940340837 Bladaff 1
49622.789479431856 Bladaff 1
49648.799478913366 Bladaff 1
49656.46216677046 Bladaff 1
49679.90410910121 Bladaff 1
49701.72026383607 Bladaff 1
49718.402073563244 Bladaff 1
49786.62065808365 Bladaff 1
49825.52075114974 Bladaff 1
49937.237170964945 Bladaff 1
49938.758797366514 Bladaff 1
49977.290107217355 Bladaff 1
49991.44428685374 Bladaff 1
50008.250741447315 Bladaff 1
50109.43841174432 Bladaff 1
50129.04044258229 Bladaff 1
50139.68598302665 Bladaff 1
50216.57063455442 Bladaff 1
50234.03379881162 Bladaff 1
50316.764053565304 Bladaff 1
50331.03238944712 Bladaff 1
50389.18841373598 Bladaff 1
50401.167627973155 Bladaff 1
50448.1156617478 Bladaff 1
50466.274830753915 Bladaff 1
50467.95287599254 Bladaff 1
50508.94774455659 Bladaff 1
50650.40701308502 Bladaff 1
50660.533840409335 Bladaff 1
50668.81777351223 Bladaff 1
50745.97255496963 Bladaff 1
50795.23392148767 Bladaff 1
50819.99774984896 Bladaff 1
50832.53902679177 Bladaff 1
50919.47068737718 Bladaff 1
50928.708539838735 Bladaff 1
50938.59366533185 Bladaff 1
50997.396601538945 Bladaff 1
51002.153985519166 Bladaff 1
51032.46309353081 Bladaff 1
51040.3798972422 Bladaff 1
51048.26919138343 Bladaff 1
51053.905137903865 Bladaff 1
51086.97574362294 Bladaff 1
51100.68668125875 Bladaff 1
51203.02771920056 Bladaff 1
51244.04516460521 Bladaff 1
51336.72578442593 Bladaff 1
51352.081444489544 Bladaff 1
51354.40887110613 Bladaff 1
51368.650624368005 Bladaff 1
51373.60371546725 Bladaff 1
51459.35831880964 Bladaff 1
51530.02328563114 Bladaff 1
51540.053783810225 Bladaff 1
51649.52551195507 Bladaff 1
51655.29001344811 Bladaff 1
51722.12759545725 Bladaff 1
51767.413637177444 Bladaff 1
51860.9691785091 Bladaff 1
51867.592359467744 Bladaff 1
51874.53727810736 Bladaff 1
51943.65322071758 Bladaff 1
51981.72306716809 Bladaff 1
51988.98298310917 Bladaff 1
51995.835447813966 Bladaff 1
52010.03310665263 Bladaff 1
52021.098670575935 Bladaff 1
52050.384737292065 Bladaff 1
52075.151731676466 Bladaff 1
52111.03264844772 Bladaff 1
52140.250982964506 Bladaff 1
52178.270810990245 Bladaff 1
52209.774831118295 Bladaff 1
52252.212364326835 Bladaff 1
52282.42477760697 Bladaff 1
52294.74434741194 Bladaff 1
52352.437515589896 Bladaff 1
52474.214931323164 Bladaff 1
52494.615345429156 Bladaff 1
52530.39334095159 Bladaff 1
52555.09446617459 Bladaff 1
52626.410795981785 Bladaff 1
52659.90002686347 Bladaff 1
52682.05056760099 Bladaff 1
52684.01760556342 Bladaff 1
52709.2455562987 Bladaff 1
52724.464587629016 Bladaff 1
52753.65146916197 Bladaff 1
52770.27672232079 Bladaff 1
52786.686921241046 Bladaff 1
52843.37197410405 Bladaff 1
52871.251512274546 Bladaff 1
52901.804335272995 Bladaff 1
52925.93279880832 Bladaff 1
52938.91088354405 Bladaff 1
53004.41406057382 Bladaff 1
53058.598108377235 Bladaff 1
53102.84313525889 Bladaff 1
53134.552425108945 Bladaff 1
53211.94550975992 Bladaff 1
53234.733309691066 Bladaff 1
53288.618207157175 Bladaff 1
53298.42731705269 Bladaff 1
53300.64611245674 Bladaff 1
53401.93858172657 Bladaff 1
53469.129418691846 Bladaff 1
53518.02862863129 Bladaff 1
53564.35025300109 Bladaff 1
53567.4215347532 Bladaff 1
53620.12787397407 Bladaff 1
53621.622855525406 Bladaff 1
53752.12919196237 Bladaff 1
53821.3164208406 Bladaff 1
53847.10070635322 Bladaff 1
53849.57732075566 Bladaff 1
53868.15639333547 Bladaff 1
53915.92836580112 Bladaff 1
53923.57074626948 Bladaff 1
53941.14611028881 Bladaff 1
53955.565202348596 Bladaff 1
53970.06658512977 Bladaff 1
53972.383785044796 Bladaff 1
54000.03511461126 Bladaff 1
54026.41578744576 Bladaff 1
54037.364935719175 Bladaff 1
54063.35938510702 Bladaff 1
54074.984537651755 Bladaff 1
54112.313258141905 Bladaff 1
54161.57246309119 Bladaff 1
54205.192755736825 Bladaff 1
54227.00977476473 Bladaff 1
54261.08444604626 Bladaff 1
54265.711713012824 Bladaff 1
54297.53105874465 Bladaff 1
54351.89582032003 Bladaff 1
54368.14512683621 Bladaff 1
54396.49639432665 Bladaff 1
54447.186195228736 Bladaff 1
54476.1905118538 Bladaff 1
54487.61316326329 Bladaff 1
54498.6224210799 Bladaff 1
54503.625640877806 Bladaff 1
54568.13242394067 Bladaff 1
54577.716741876364 Bladaff 1
54601.94129512031 Bladaff 1
54726.5773942607 Bladaff 1
54727.82036221089 Bladaff 1
54782.050357674096 Bladaff 1
54827.79878781671 Bladaff 1
54835.39618385795 Bladaff 1
54840.130099995295 Bladaff 1
54870.46890018904 Bladaff 1
54902.641003797384 Bladaff 1
54959.20102072295 Bladaff 1
54968.88368986384 Bladaff 1
54987.69517622315 Bladaff 1
55068.41062788608 Bladaff 1
55155.30416407539 Bladaff 1
55199.82860677333 Bladaff 1
55222.53929024575 Bladaff 1
55231.784160511765 Bladaff 1
55247.38544261308 Bladaff 1
55337.78626818188 Bladaff 1
55340.87203077115 Bladaff 1
55344.05860309729 Bladaff 1
55366.61078892904 Bladaff 1
55385.148142045524 Bladaff 1
55394.52479066601 Bladaff 1
55398.802255213086 Bladaff 1
55430.51704911236 Bladaff 1
55555.46661017383 Bladaff 1
55585.31576804172 Bladaff 1
55598.42275953881 Bladaff 1
55625.18831942352 Bladaff 1
55651.71233045129 Bladaff 1
55665.98049665164 Bladaff 1
55681.95110887422 Bladaff 1
55708.325436885454 Bladaff 1
55717.46725670702 Bladaff 1
55806.4250483688 Bladaff 1
55818.045434236774 Bladaff 1
55823.584990635485 Bladaff 1
55878.30189626816 Bladaff 1
55882.674977032715 Bladaff 1
55934.058667806254 Bladaff 1
55992.586813954 Bladaff 1
56069.74511515797 Bladaff 1
56096.0754257869 Bladaff 1
56137.936083073044 Bladaff 1
56165.62209514476 Bladaff 1
56186.43518862717 Bladaff 1
56212.92401907307 Bladaff 1
56219.21006272877 Bladaff 1
56236.53815619962 Bladaff 1
56257.57926126456 Bladaff 1
56307.61132754834 Bladaff 1
56311.97903838283 Bladaff 1
56359.698013201654 Bladaff 1
56403.190451965675 Bladaff 1
56436.56662887325 Bladaff 1
56452.67491822703 Bladaff 1
56456.7292605258 Bladaff 1
56459.929217337536 Bladaff 1
56475.98480168444 Bladaff 1
56495.81960239955 Bladaff 1
56539.21672763267 Bladaff 1
56563.905694654015 Bladaff 1
56566.49249971254 Bladaff 1
56601.05530876612 Bladaff 1
56652.13149691594 Bladaff 1
56682.75961622965 Bladaff 1
56738.677758737686 Bladaff 1
56740.241348061834 Bladaff 1
56759.673250999454 Bladaff 1
56770.18276856962 Bladaff 1
56779.07996636911 Bladaff 1
56849.2422785851 Bladaff 1
56889.886578436264 Bladaff 1
56901.60881263231 Bladaff 1
56908.56837590335 Bladaff 1
57055.38616731375 Bladaff 1
57159.16033016834 Bladaff 1
57169.84599095825 Bladaff 1
57183.89903838304 Bladaff 1
57204.40788526613 Bladaff 1
57318.15545751336 Bladaff 1
57323.66822767655 Bladaff 1
57338.19912871444 Bladaff 1
57358.1738284877 Bladaff 1
57393.768878161965 Bladaff 1
57406.600204336384 Bladaff 1
57462.51537455541 Bladaff 1
57482.689201976464 Bladaff 1
57499.05410472939 Bladaff 1
57502.4958848137 Bladaff 1
57531.5609225336 Bladaff 1
57583.008432028255 Bladaff 1
57728.934388808084 Bladaff 1
57801.53206469668 Bladaff 1
57822.879552134444 Bladaff 1
57833.711995108606 Bladaff 1
57840.744328765795 Bladaff 1
57871.72470306107 Bladaff 1
57873.53519918416 Bladaff 1
57909.12516530893 Bladaff 1
57988.87014088419 Bladaff 1
58077.08772321762 Bladaff 1
58154.61046471411 Bladaff 1
58180.40305817619 Bladaff 1
58207.85857368306 Bladaff 1
58257.20783310188 Bladaff 1
58262.26118834687 Bladaff 1
58266.13011071383 Bladaff 1
58289.88405885899 Bladaff 1
58366.77328072265 Bladaff 1
58379.69025122055 Bladaff 1
58407.38227591919 Bladaff 1
58408.166825461005 Bladaff 1
58414.81966044835 Bladaff 1
58424.91464618843 Bladaff 1
58452.03957510505 Bladaff 1
58453.09949665665 Bladaff 1
58504.94660771309 Bladaff 1
58695.42849139728 Bladaff 1
58695.66622923428 Bladaff 1
58703.70147756948 Bladaff 1
58733.843541641945 Bladaff 1
58766.09075758533 Bladaff 1
58784.55403591004 Bladaff 1
58811.316909815614 Bladaff 1
58826.55155279974 Bladaff 1
58848.93522928209 Bladaff 1
58887.3679474619 Bladaff 1
58930.633383703454 Bladaff 1
58976.00943153414 Bladaff 1
58982.285675573075 Bladaff 1
59056.56532654792 Bladaff 1
59062.07356366538 Bladaff 1
59076.906796816416 Bladaff 1
59108.30769443159 Bladaff 1
59120.558379515765 Bladaff 1
59154.33279455828 Bladaff 1
59163.30107329738 Bladaff 1
59175.651978022135 Bladaff 1
59211.32270798359 Bladaff 1
59222.28880545723 Bladaff 1
59331.67998814161 Bladaff 1
59332.513973352325 Bladaff 1
59337.134491571334 Bladaff 1
59354.35351494457 Bladaff 1
